File_name,Problem type,Variables number,DD Type,Max Width,Num SOC constraints,Cut Type,CutStrengthening,Best solution,Root Gap,Gap,Solution Time,DD Time,Total Number Nodes,Total Number Arcs,NodeBB,Num Cuts
knapsack_n150m10o3b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,5775.000000,0.021472,0.000000,62.011785,3.384094,19482,36021,4817,28
knapsack_n150m10o3b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,6017.000000,0.015622,0.000000,31.809429,3.364986,24101,43848,791,39
knapsack_n150m10o5b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,5848.000000,0.030267,0.000000,33.624820,3.456418,25380,45805,3349,58
knapsack_n150m10o3b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,6220.000000,0.022669,0.000000,106.362132,3.944573,27876,50877,21923,63
knapsack_n150m10o5b5_2.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,5857.000000,0.020830,0.000000,54.462344,3.084228,23681,42556,7169,47
knapsack_n150m10o5b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,5619.000000,0.033992,0.000000,124.475635,3.010071,19354,35533,24618,40
knapsack_n150m10o5b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,5898.000000,0.028823,0.000000,45.801158,2.854859,24958,44784,3202,68
knapsack_n125m20o5b5_4.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,false,4090.000000,0.056968,0.000000,449.953505,4.601912,38145,69355,46299,148
knapsack_n150m10o5b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,10,FlowCuts,false,6121.000000,0.028263,0.000000,71.389332,3.196854,28167,50837,11079,57
knapsack_n150m20o1b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5626.000000,0.022929,0.000000,120.103167,7.264992,41434,76966,11803,37
knapsack_n125m20o5b5_0.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,false,4066.000000,0.059764,0.000000,2998.152831,5.368010,38313,70002,185141,81
knapsack_n150m20o1b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5627.000000,0.023814,0.000000,342.641281,7.811743,44111,81304,23006,32
knapsack_n150m20o1b5_0.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5840.000000,0.020890,0.000000,680.590966,7.727197,46826,85963,46950,50
knapsack_n150m20o1b5_4.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5755.000000,0.025195,0.000000,966.781352,8.069673,48558,89073,55397,70
knapsack_n150m20o3b5_1.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5437.000000,0.033290,0.000000,669.148339,6.450804,42715,78481,64277,60
knapsack_n150m20o3b5_3.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5465.000000,0.034950,0.000000,686.960082,6.789503,45808,83690,49878,44
knapsack_n125m20o5b5_3.txt,SOC Knapsack,125,RelaxPriority,4000,20,FlowCuts,false,4297.000000,0.055155,0.010007,3600.051967,5.388804,37532,68133,206141,104
knapsack_n150m20o1b5_2.txt,SOC Knapsack,150,RelaxPriority,4000,20,FlowCuts,false,5485.000000,0.029353,0.000000,3576.486779,8.147845,44186,81481,174000,41
