File_name,Problem type,Variables number,Best solution,Dual bound,Gap, Solution Time
set_cover_n100_m75_d0.3_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.0496
set_cover_n100_m75_d0.3_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0364
set_cover_n100_m75_d0.4_b_w26_seed1.txt,Set Cover,100,3.0,3.0,0.0,0.0396
set_cover_n100_m75_d0.4_b_w26_seed2.txt,Set Cover,100,3.0,3.0,0.0,0.0358
set_cover_n100_m75_d0.4_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.04
set_cover_n100_m75_d0.4_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0394
set_cover_n100_m75_d0.05_b_w26_seed1.txt,Set Cover,100,16.0,16.0,0.0,0.1233
set_cover_n100_m75_d0.5_b_w26_seed1.txt,Set Cover,100,3.0,3.0,0.0,0.0449
set_cover_n100_m75_d0.05_b_w26_seed2.txt,Set Cover,100,16.0,16.0,0.0,0.09
set_cover_n100_m75_d0.5_b_w26_seed2.txt,Set Cover,100,3.0,3.0,0.0,0.0349
set_cover_n100_m75_d0.05_b_w26_seed3.txt,Set Cover,100,16.0,16.0,0.0,0.4602
set_cover_n100_m75_d0.5_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.0331
set_cover_n100_m75_d0.05_b_w26_seed4.txt,Set Cover,100,17.0,17.0,0.0,0.09
set_cover_n100_m75_d0.5_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0411
set_cover_n100_m75_d0.15_b_w26_seed1.txt,Set Cover,100,7.0,7.0,0.0,0.0912
set_cover_n100_m75_d0.15_b_w26_seed2.txt,Set Cover,100,7.0,7.0,0.0,0.1149
set_cover_n100_m75_d0.15_b_w26_seed3.txt,Set Cover,100,7.0,7.0,0.0,0.1065
set_cover_n100_m75_d0.15_b_w26_seed4.txt,Set Cover,100,8.0,8.0,0.0,0.558
set_cover_n100_m75_d0.25_b_w26_seed1.txt,Set Cover,100,4.0,4.0,0.0,0.0875
set_cover_n100_m75_d0.25_b_w26_seed2.txt,Set Cover,100,4.0,4.0,0.0,0.0925
set_cover_n100_m75_d0.25_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.0729
set_cover_n100_m75_d0.25_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0628
set_cover_n100_m75_d0.35_b_w26_seed1.txt,Set Cover,100,3.0,3.0,0.0,0.0469
set_cover_n100_m75_d0.35_b_w26_seed2.txt,Set Cover,100,3.0,3.0,0.0,0.0588
set_cover_n100_m75_d0.35_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.0802
set_cover_n100_m75_d0.35_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0447
set_cover_n100_m75_d0.45_b_w26_seed1.txt,Set Cover,100,3.0,3.0,0.0,0.0548
set_cover_n100_m75_d0.45_b_w26_seed2.txt,Set Cover,100,3.0,3.0,0.0,0.0725
set_cover_n100_m75_d0.45_b_w26_seed3.txt,Set Cover,100,3.0,3.0,0.0,0.0778
set_cover_n100_m75_d0.45_b_w26_seed4.txt,Set Cover,100,3.0,3.0,0.0,0.0706
set_cover_n100_m78_d0.1_b_w23_seed1.txt,Set Cover,100,11.0,11.0,0.0,1.0938
