File_name,Problem type,Variables number,Best solution,Dual bound,Root Gap,Gap,Solution Time,NodeBB
knapsack_n150m20o3b5_1.txt,SOC Knapsack,150,5437.0,5437.0,0.033106492551039174,0.0,1245.8338,125225
knapsack_n150m20o3b5_3.txt,SOC Knapsack,150,5465.0,5465.0,0.033668801463860934,0.0,1083.9751,79248
knapsack_n150m20o1b5_2.txt,SOC Knapsack,150,5485.0,5506.0,0.029717411121239743,0.003828623518687329,3600.6217,194798
knapsack_n150m20o3b5_0.txt,SOC Knapsack,150,5610.0,5663.0,0.04081996434937611,0.00944741532976827,3600.7053,382643
knapsack_n150m20o3b5_2.txt,SOC Knapsack,150,5277.0,5318.0,0.04093234792495736,0.007769566041311351,3600.4961,316523
knapsack_n150m20o3b5_4.txt,SOC Knapsack,150,5568.0,5608.0,0.036458333333333336,0.007183908045977011,3600.7751,360027
knapsack_n150m20o5b5_0.txt,SOC Knapsack,150,5495.0,5531.0,0.050773430391264786,0.006551410373066424,3600.6673,350499
knapsack_n150m20o5b5_1.txt,SOC Knapsack,150,5285.0,5318.0,0.046357615894039736,0.0062440870387890255,3600.3496,460541
knapsack_n150m20o5b5_3.txt,SOC Knapsack,150,5317.0,5317.0,0.05209704720707166,0.0,2372.138,148471
knapsack_n150m20o5b5_2.txt,SOC Knapsack,150,5138.0,5163.0,0.05099260412611911,0.004865706500583885,3600.3299,161965
knapsack_n150m20o5b5_4.txt,SOC Knapsack,150,5455.0,5455.0,0.042896425297891845,0.0,2248.7113,142626
