File_name,Problem type,Variables number,DD Type,Max Width,Is Reduced,Objective Type,Optimization Value,Construction Time,Reduce Time,Solution Time,Number Node,Number Arcs,Actual Max Width
f10_l-d_kp_20_879,Knapsack,20,Exact,99999,false,max,1025,0.00237,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Restricted,500,false,max,1025,0.00173,na,na,6392,10905,586
f10_l-d_kp_20_879,Knapsack,20,Restricted,1000,false,max,1025,0.00248,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Restricted,2000,false,max,1025,0.00228,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Restricted,5000,false,max,1025,0.00243,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Restricted,10000,false,max,1025,0.00231,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Restricted,20000,false,max,1025,0.00230,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Relaxed,500,false,max,1025,0.00221,na,na,6413,11315,588
f10_l-d_kp_20_879,Knapsack,20,Relaxed,1000,false,max,1025,0.00251,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Relaxed,2000,false,max,1025,0.00229,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Relaxed,5000,false,max,1025,0.00231,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Relaxed,10000,false,max,1025,0.00230,na,na,8146,14395,853
f10_l-d_kp_20_879,Knapsack,20,Relaxed,20000,false,max,1025,0.00250,na,na,8146,14395,853
knapPI_1_100_1000_1,Knapsack,100,Exact,99999,false,max,9147,0.01876,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Restricted,500,false,max,9147,0.00855,na,na,43037,52914,568
knapPI_1_100_1000_1,Knapsack,100,Restricted,1000,false,max,9147,0.01793,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Restricted,2000,false,max,9147,0.01799,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Restricted,5000,false,max,9147,0.01850,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Restricted,10000,false,max,9147,0.01733,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Restricted,20000,false,max,9147,0.01802,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Relaxed,500,false,max,9590,0.01084,na,na,43365,53991,569
knapPI_1_100_1000_1,Knapsack,100,Relaxed,1000,false,max,9147,0.01858,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Relaxed,2000,false,max,9147,0.01749,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Relaxed,5000,false,max,9147,0.01824,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Relaxed,10000,false,max,9147,0.01817,na,na,69924,97670,901
knapPI_1_100_1000_1,Knapsack,100,Relaxed,20000,false,max,9147,0.01725,na,na,69924,97670,901
knapPI_1_200_1000_1,Knapsack,200,Exact,99999,false,max,11238,0.04563,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Restricted,500,false,max,11238,0.01815,na,na,93217,115475,577
knapPI_1_200_1000_1,Knapsack,200,Restricted,1000,false,max,11238,0.04390,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Restricted,2000,false,max,11238,0.04271,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Restricted,5000,false,max,11238,0.04412,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Restricted,10000,false,max,11238,0.04385,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Restricted,20000,false,max,11238,0.04311,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Relaxed,500,false,max,14876,0.02299,na,na,94216,117777,578
knapPI_1_200_1000_1,Knapsack,200,Relaxed,1000,false,max,11238,0.04480,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Relaxed,2000,false,max,11238,0.04546,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Relaxed,5000,false,max,11238,0.04576,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Relaxed,10000,false,max,11238,0.04581,na,na,166220,238701,969
knapPI_1_200_1000_1,Knapsack,200,Relaxed,20000,false,max,11238,0.04443,na,na,166220,238701,969
knapPI_1_500_1000_1,Knapsack,500,Exact,99999,false,max,28857,0.43537,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Restricted,500,false,max,22287,0.04490,na,na,247960,305311,828
knapPI_1_500_1000_1,Knapsack,500,Restricted,1000,false,max,25935,0.09095,na,na,492557,728965,1330
knapPI_1_500_1000_1,Knapsack,500,Restricted,2000,false,max,28857,0.19228,na,na,977676,1698570,2112
knapPI_1_500_1000_1,Knapsack,500,Restricted,5000,false,max,28857,0.43142,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Restricted,10000,false,max,28857,0.43054,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Restricted,20000,false,max,28857,0.42498,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Relaxed,500,false,max,107082,0.07826,na,na,278450,366578,830
knapPI_1_500_1000_1,Knapsack,500,Relaxed,1000,false,max,85447,0.16916,na,na,512216,758312,1332
knapPI_1_500_1000_1,Knapsack,500,Relaxed,2000,false,max,37859,0.36718,na,na,980922,1702264,2113
knapPI_1_500_1000_1,Knapsack,500,Relaxed,5000,false,max,28857,0.43556,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Relaxed,10000,false,max,28857,0.43592,na,na,1213594,2170114,2536
knapPI_1_500_1000_1,Knapsack,500,Relaxed,20000,false,max,28857,0.43771,na,na,1213594,2170114,2536
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,500,false,max,31769,0.08965,na,na,500539,617918,898
knapPI_1_1000_1000_1,Knapsack,1000,Exact,99999,false,max,54503,2.17300,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,1000,false,max,38746,0.18093,na,na,996612,1483926,1705
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,2000,false,max,46141,0.39017,na,na,1985187,3459652,2772
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,5000,false,max,54503,2.20576,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,10000,false,max,54503,2.26088,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,500,false,max,352782,0.18537,na,na,665591,932021,922
knapPI_1_1000_1000_1,Knapsack,1000,Restricted,20000,false,max,54503,2.22043,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,1000,false,max,328930,0.38802,na,na,1182695,1765051,1706
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,2000,false,max,279224,0.82699,na,na,2107040,3589501,2775
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,5000,false,max,54503,2.21588,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,10000,false,max,54503,2.23696,na,na,4913799,9318236,4999
knapPI_1_1000_1000_1,Knapsack,1000,Relaxed,20000,false,max,54503,2.29150,na,na,4913799,9318236,4999
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,500,false,max,45673,0.16975,na,na,1004623,1243158,949
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,1000,false,max,55484,0.35492,na,na,2003467,2983077,1773
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,2000,false,max,69293,0.81266,na,na,3993701,6958756,3073
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,5000,false,max,91486,3.02183,na,na,9948893,18876521,5985
knapPI_1_2000_1000_1,Knapsack,2000,Exact,99999,false,max,110625,10.50499,na,na,19848776,38676979,10012
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,500,false,max,888429,0.43585,na,na,1549131,2278394,995
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,1000,false,max,870779,0.88293,na,na,2814418,4318575,1874
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,10000,false,max,110625,7.58034,na,na,19834913,38649257,10004
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,2000,false,max,842963,1.89910,na,na,4939426,8283441,3346
knapPI_1_2000_1000_1,Knapsack,2000,Restricted,20000,false,max,110625,11.36757,na,na,19848776,38676979,10012
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,5000,false,max,728542,5.63260,na,na,10562223,19524838,5987
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,500,false,max,74514,0.44898,na,na,2517564,3114087,956
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,1000,false,max,90027,0.94716,na,na,5024932,7482536,1780
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,2000,false,max,111101,2.44873,na,na,10019959,17458272,3077
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,10000,false,max,110625,12.51342,na,na,19834936,38649290,10005
knapPI_1_2000_1000_1,Knapsack,2000,Relaxed,20000,false,max,110625,11.56994,na,na,19848776,38676979,10012
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,500,false,max,2433861,1.48253,na,na,4319213,6559032,997
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,5000,false,max,155082,8.32933,na,na,24966118,47375737,5996
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,1000,false,max,2426242,2.69215,na,na,7934685,12482384,1920
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,2000,false,max,2413326,6.96828,na,na,13651059,23113962,3542
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,10000,false,max,202678,20.51968,na,na,49868762,97185091,10995
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,5000,false,max,2357632,17.81163,na,na,27613398,51598217,6374
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,20000,false,max,263245,51.90883,na,na,99533416,196514729,20923
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,10000,false,max,2272156,41.14573,na,na,54342890,102117305,12714
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,500,false,max,109855,0.91315,na,na,5036257,6245496,969
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,1000,false,max,131907,2.29167,na,na,10054840,14996191,1787
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,2000,false,max,162448,5.19165,na,na,20055733,34971877,3083
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,5000,false,max,225392,16.12915,na,na,49991914,94889596,5996
knapPI_1_5000_1000_1,Knapsack,5000,Exact,99999,false,max,276457,101.66617,na,na,124350394,246149231,25017
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,20000,false,max,1838650,76.97986,na,na,101064487,198127720,21131
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,500,false,max,4960878,3.02984,na,na,9032393,13797437,997
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,1000,false,max,4956307,5.79094,na,na,16837639,26424525,1952
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,10000,false,max,300851,37.57277,na,na,99893735,194698945,10995
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,2000,false,max,4949203,12.02071,na,na,28795478,48358683,3609
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,5000,false,max,4923965,32.04974,na,na,55985148,105116658,6849
knapPI_2_100_1000_1,Knapsack,100,Exact,99999,false,max,1514,0.02110,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,500,false,max,1493,0.00959,na,na,42886,52855,564
knapPI_2_100_1000_1,Knapsack,100,Restricted,1000,false,max,1514,0.02084,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,2000,false,max,1514,0.02115,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,5000,false,max,1514,0.02229,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,10000,false,max,1514,0.02175,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,20000,false,max,1514,0.02104,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,500,false,max,2649,0.01211,na,na,43301,53896,565
knapPI_2_100_1000_1,Knapsack,100,Relaxed,1000,false,max,1514,0.02143,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,2000,false,max,1514,0.01972,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,5000,false,max,1514,0.02626,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,10000,false,max,1514,0.02575,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,20000,false,max,1514,0.02732,na,na,69924,97670,901
knapPI_2_200_1000_1,Knapsack,200,Exact,99999,false,max,1634,0.05006,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,500,false,max,1556,0.02458,na,na,93065,115411,577
knapPI_2_200_1000_1,Knapsack,200,Restricted,1000,false,max,1634,0.06179,na,na,166220,238701,969
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,20000,false,max,401922,92.74461,na,na,199558178,394028570,20992
knapPI_2_200_1000_1,Knapsack,200,Restricted,2000,false,max,1634,0.06496,na,na,166220,238701,969
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,10000,false,max,4813067,65.51866,na,na,106104382,204206975,11960
knapPI_2_200_1000_1,Knapsack,200,Restricted,5000,false,max,1634,0.06383,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,10000,false,max,1634,0.05022,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,20000,false,max,1634,0.04726,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,500,false,max,4440,0.02736,na,na,94116,117557,578
knapPI_2_200_1000_1,Knapsack,200,Relaxed,1000,false,max,1634,0.04474,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,2000,false,max,1634,0.04910,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,5000,false,max,1634,0.04804,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,10000,false,max,1634,0.04852,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Relaxed,20000,false,max,1634,0.04950,na,na,166220,238701,969
knapPI_2_500_1000_1,Knapsack,500,Exact,99999,false,max,4566,0.49224,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,500,false,max,3827,0.05165,na,na,247077,304535,814
knapPI_2_500_1000_1,Knapsack,500,Restricted,1000,false,max,4039,0.10949,na,na,491757,728451,1311
knapPI_2_500_1000_1,Knapsack,500,Restricted,2000,false,max,4472,0.23980,na,na,977490,1698570,2112
knapPI_2_500_1000_1,Knapsack,500,Restricted,5000,false,max,4566,0.51095,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,10000,false,max,4566,0.52703,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Restricted,20000,false,max,4566,0.53139,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Relaxed,500,false,max,77483,0.08519,na,na,276641,362645,815
knapPI_2_500_1000_1,Knapsack,500,Relaxed,1000,false,max,52498,0.18928,na,na,511071,756664,1312
knapPI_2_500_1000_1,Knapsack,500,Relaxed,2000,false,max,11451,0.44634,na,na,980681,1702101,2113
knapPI_2_500_1000_1,Knapsack,500,Relaxed,5000,false,max,4566,0.52813,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Relaxed,10000,false,max,4566,0.50193,na,na,1213594,2170114,2536
knapPI_2_500_1000_1,Knapsack,500,Relaxed,20000,false,max,4566,0.51619,na,na,1213594,2170114,2536
knapPI_2_1000_1000_1,Knapsack,1000,Restricted,500,false,max,6554,0.10976,na,na,498452,616484,917
knapPI_2_1000_1000_1,Knapsack,1000,Exact,99999,false,max,9052,2.40809,na,na,4913799,9318236,4999
knapPI_2_1000_1000_1,Knapsack,1000,Restricted,1000,false,max,7009,0.21162,na,na,994139,1482665,1714
knapPI_2_1000_1000_1,Knapsack,1000,Restricted,2000,false,max,7864,0.50211,na,na,1983169,3459506,2626
knapPI_2_1000_1000_1,Knapsack,1000,Restricted,5000,false,max,9052,2.42434,na,na,4913799,9318236,4999
knapPI_2_1000_1000_1,Knapsack,1000,Restricted,10000,false,max,9052,2.40066,na,na,4913799,9318236,4999
knapPI_2_1000_1000_1,Knapsack,1000,Relaxed,500,false,max,339049,0.18643,na,na,650981,907634,969
