File_name,Problem type,Variables number,DD Type,Max Width,Is Reduced,Objective Type,Optimization Value,Construction Time,Reduce Time,Solution Time,Number Node,Number Arcs,Actual Max Width
knapPI_1_5000_1000_1,Knapsack,5000,Restricted,20000,false,max,263245,44.61966,na,na,99533416,196514729,20923
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,10000,false,max,2272156,32.30349,na,na,54342890,102117305,12714
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,500,false,max,109855,0.76791,na,na,5036257,6245496,969
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,1000,false,max,131907,1.68299,na,na,10054840,14996191,1787
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,2000,false,max,162448,3.81445,na,na,20055733,34971877,3083
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,5000,false,max,225392,15.00334,na,na,49991914,94889596,5996
knapPI_1_5000_1000_1,Knapsack,5000,Exact,99999,false,max,276457,83.09064,na,na,124350394,246149231,25017
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,500,false,max,4960878,2.34565,na,na,9032393,13797437,997
knapPI_1_5000_1000_1,Knapsack,5000,Relaxed,20000,false,max,1838650,65.42261,na,na,101064487,198127720,21131
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,1000,false,max,4956307,4.87588,na,na,16837639,26424525,1952
knapPI_1_10000_1000_1,Knapsack,10000,Restricted,10000,false,max,300851,37.49198,na,na,99893735,194698945,10995
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,2000,false,max,4949203,10.46942,na,na,28795478,48358683,3609
knapPI_1_10000_1000_1,Knapsack,10000,Relaxed,5000,false,max,4923965,29.21914,na,na,55985148,105116658,6849
knapPI_2_100_1000_1,Knapsack,100,Exact,99999,false,max,1514,0.01797,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,500,false,max,1493,0.00855,na,na,42886,52855,564
knapPI_2_100_1000_1,Knapsack,100,Restricted,1000,false,max,1514,0.01797,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,2000,false,max,1514,0.01873,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,5000,false,max,1514,0.01868,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,10000,false,max,1514,0.01871,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Restricted,20000,false,max,1514,0.01807,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,500,false,max,2649,0.01083,na,na,43301,53896,565
knapPI_2_100_1000_1,Knapsack,100,Relaxed,1000,false,max,1514,0.01835,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,2000,false,max,1514,0.01871,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,5000,false,max,1514,0.01811,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,10000,false,max,1514,0.01855,na,na,69924,97670,901
knapPI_2_100_1000_1,Knapsack,100,Relaxed,20000,false,max,1514,0.01899,na,na,69924,97670,901
knapPI_2_200_1000_1,Knapsack,200,Exact,99999,false,max,1634,0.04496,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,500,false,max,1556,0.01706,na,na,93065,115411,577
knapPI_2_200_1000_1,Knapsack,200,Restricted,1000,false,max,1634,0.04472,na,na,166220,238701,969
knapPI_2_200_1000_1,Knapsack,200,Restricted,2000,false,max,1634,0.04535,na,na,166220,238701,969
